"County","Gender","variable","value"
"Isiolo","Male","Percentage who deposited or withdrew money from their own account in the last 12 months","33.5"
"Meru","Male","Percentage who deposited or withdrew money from their own account in the last 12 months","26.9"
"Tharaka-Nithi","Male","Percentage who deposited or withdrew money from their own account in the last 12 months","29.5"
"Embu","Male","Percentage who deposited or withdrew money from their own account in the last 12 months","29.3"
"Kitui","Male","Percentage who deposited or withdrew money from their own account in the last 12 months","19.5"
"Machakos","Male","Percentage who deposited or withdrew money from their own account in the last 12 months","35.1"
"Makueni","Male","Percentage who deposited or withdrew money from their own account in the last 12 months","15.6"
"Nyandarua","Male","Percentage who deposited or withdrew money from their own account in the last 12 months","29.2"
"Nyeri","Male","Percentage who deposited or withdrew money from their own account in the last 12 months","39.5"
"Kirinyaga","Male","Percentage who deposited or withdrew money from their own account in the last 12 months","44.4"
"Murang'a","Male","Percentage who deposited or withdrew money from their own account in the last 12 months","24.1"
"Kiambu","Male","Percentage who deposited or withdrew money from their own account in the last 12 months","46.1"
"Turkana","Male","Percentage who deposited or withdrew money from their own account in the last 12 months","15.4"
"West Pokot","Male","Percentage who deposited or withdrew money from their own account in the last 12 months","10.5"
"Samburu","Male","Percentage who deposited or withdrew money from their own account in the last 12 months","36.1"
"Trans Nzoia","Male","Percentage who deposited or withdrew money from their own account in the last 12 months","24.3"
"Uasin Gishu","Male","Percentage who deposited or withdrew money from their own account in the last 12 months","40.5"
"Elgeyo-Marakwet","Male","Percentage who deposited or withdrew money from their own account in the last 12 months","20.4"
"Nandi","Male","Percentage who deposited or withdrew money from their own account in the last 12 months","29.6"
"Baringo","Male","Percentage who deposited or withdrew money from their own account in the last 12 months","20.2"
"Laikipia","Male","Percentage who deposited or withdrew money from their own account in the last 12 months","42.4"
"Nakuru","Male","Percentage who deposited or withdrew money from their own account in the last 12 months","37.3"
"Narok","Male","Percentage who deposited or withdrew money from their own account in the last 12 months","20.9"
"Kajiado","Male","Percentage who deposited or withdrew money from their own account in the last 12 months","48.4"
"Kericho","Male","Percentage who deposited or withdrew money from their own account in the last 12 months","26.7"
"Bomet","Male","Percentage who deposited or withdrew money from their own account in the last 12 months","30.8"
"Kakamega","Male","Percentage who deposited or withdrew money from their own account in the last 12 months","21.6"
"Vihiga","Male","Percentage who deposited or withdrew money from their own account in the last 12 months","12.9"
"Bungoma","Male","Percentage who deposited or withdrew money from their own account in the last 12 months","21.9"
"Busia","Male","Percentage who deposited or withdrew money from their own account in the last 12 months","13.5"
"Siaya","Male","Percentage who deposited or withdrew money from their own account in the last 12 months","12.0"
"Kisumu","Male","Percentage who deposited or withdrew money from their own account in the last 12 months","16.7"
"Homa Bay","Male","Percentage who deposited or withdrew money from their own account in the last 12 months","19.1"
"Migori","Male","Percentage who deposited or withdrew money from their own account in the last 12 months","19.6"
"Kisii","Male","Percentage who deposited or withdrew money from their own account in the last 12 months","26.4"
"Nyamira","Male","Percentage who deposited or withdrew money from their own account in the last 12 months","22.9"
"Nairobi","Male","Percentage who deposited or withdrew money from their own account in the last 12 months","59.7"
"Mombasa","Female","Percentage who have and use a bank account or used a mobile phone for financial transactions in the last 12 months","80.6"
"Kwale","Female","Percentage who have and use a bank account or used a mobile phone for financial transactions in the last 12 months","66.9"
"Kilifi","Female","Percentage who have and use a bank account or used a mobile phone for financial transactions in the last 12 months","72.9"
"Tana River","Female","Percentage who have and use a bank account or used a mobile phone for financial transactions in the last 12 months","52.4"
"Lamu","Female","Percentage who have and use a bank account or used a mobile phone for financial transactions in the last 12 months","69.8"
"Taita Taveta","Female","Percentage who have and use a bank account or used a mobile phone for financial transactions in the last 12 months","83.1"
"Garissa","Female","Percentage who have and use a bank account or used a mobile phone for financial transactions in the last 12 months","69.8"
"Wajir","Female","Percentage who have and use a bank account or used a mobile phone for financial transactions in the last 12 months","59.1"
"Mandera","Female","Percentage who have and use a bank account or used a mobile phone for financial transactions in the last 12 months","43.8"
"Marsabit","Female","Percentage who have and use a bank account or used a mobile phone for financial transactions in the last 12 months","44.6"
"Isiolo","Female","Percentage who have and use a bank account or used a mobile phone for financial transactions in the last 12 months","75.9"
"Meru","Female","Percentage who have and use a bank account or used a mobile phone for financial transactions in the last 12 months","77.5"
"Tharaka-Nithi","Female","Percentage who have and use a bank account or used a mobile phone for financial transactions in the last 12 months","80.0"
"Embu","Female","Percentage who have and use a bank account or used a mobile phone for financial transactions in the last 12 months","86.5"
"Kitui","Female","Percentage who have and use a bank account or used a mobile phone for financial transactions in the last 12 months","73.7"
"Machakos","Female","Percentage who have and use a bank account or used a mobile phone for financial transactions in the last 12 months","87.1"
"Makueni","Female","Percentage who have and use a bank account or used a mobile phone for financial transactions in the last 12 months","74.9"
"Nyandarua","Female","Percentage who have and use a bank account or used a mobile phone for financial transactions in the last 12 months","77.9"
"Nyeri","Female","Percentage who have and use a bank account or used a mobile phone for financial transactions in the last 12 months","87.3"
"Kirinyaga","Female","Percentage who have and use a bank account or used a mobile phone for financial transactions in the last 12 months","86.5"
"Murang'a","Female","Percentage who have and use a bank account or used a mobile phone for financial transactions in the last 12 months","82.1"
"Kiambu","Female","Percentage who have and use a bank account or used a mobile phone for financial transactions in the last 12 months","89.9"
"Turkana","Female","Percentage who have and use a bank account or used a mobile phone for financial transactions in the last 12 months","56.9"
"West Pokot","Female","Percentage who have and use a bank account or used a mobile phone for financial transactions in the last 12 months","42.9"
"Samburu","Female","Percentage who have and use a bank account or used a mobile phone for financial transactions in the last 12 months","64.1"
"Trans Nzoia","Female","Percentage who have and use a bank account or used a mobile phone for financial transactions in the last 12 months","79.1"
"Uasin Gishu","Female","Percentage who have and use a bank account or used a mobile phone for financial transactions in the last 12 months","84.4"
"Elgeyo-Marakwet","Female","Percentage who have and use a bank account or used a mobile phone for financial transactions in the last 12 months","78.0"
"Nandi","Female","Percentage who have and use a bank account or used a mobile phone for financial transactions in the last 12 months","76.7"
"Baringo","Female","Percentage who have and use a bank account or used a mobile phone for financial transactions in the last 12 months","66.7"
"Laikipia","Female","Percentage who have and use a bank account or used a mobile phone for financial transactions in the last 12 months","78.5"
"Nakuru","Female","Percentage who have and use a bank account or used a mobile phone for financial transactions in the last 12 months","82.5"
"Narok","Female","Percentage who have and use a bank account or used a mobile phone for financial transactions in the last 12 months","70.9"
"Kajiado","Female","Percentage who have and use a bank account or used a mobile phone for financial transactions in the last 12 months","85.2"
"Kericho","Female","Percentage who have and use a bank account or used a mobile phone for financial transactions in the last 12 months","76.4"
"Bomet","Female","Percentage who have and use a bank account or used a mobile phone for financial transactions in the last 12 months","70.6"
"Kakamega","Female","Percentage who have and use a bank account or used a mobile phone for financial transactions in the last 12 months","74.2"
"Vihiga","Female","Percentage who have and use a bank account or used a mobile phone for financial transactions in the last 12 months","68.4"
"Bungoma","Female","Percentage who have and use a bank account or used a mobile phone for financial transactions in the last 12 months","78.5"
"Busia","Female","Percentage who have and use a bank account or used a mobile phone for financial transactions in the last 12 months","74.5"
"Siaya","Female","Percentage who have and use a bank account or used a mobile phone for financial transactions in the last 12 months","78.6"
"Kisumu","Female","Percentage who have and use a bank account or used a mobile phone for financial transactions in the last 12 months","88.7"
"Homa Bay","Female","Percentage who have and use a bank account or used a mobile phone for financial transactions in the last 12 months","81.2"
"Migori","Female","Percentage who have and use a bank account or used a mobile phone for financial transactions in the last 12 months","63.5"
"Kisii","Female","Percentage who have and use a bank account or used a mobile phone for financial transactions in the last 12 months","76.2"
"Nyamira","Female","Percentage who have and use a bank account or used a mobile phone for financial transactions in the last 12 months","79.8"
"Nairobi","Female","Percentage who have and use a bank account or used a mobile phone for financial transactions in the last 12 months","90.9"
"Mombasa","Male","Percentage who have and use a bank account or used a mobile phone for financial transactions in the last 12 months","96.3"
"Kwale","Male","Percentage who have and use a bank account or used a mobile phone for financial transactions in the last 12 months","73.4"
"Kilifi","Male","Percentage who have and use a bank account or used a mobile phone for financial transactions in the last 12 months","86.7"
"Tana River","Male","Percentage who have and use a bank account or used a mobile phone for financial transactions in the last 12 months","49.6"
"Lamu","Male","Percentage who have and use a bank account or used a mobile phone for financial transactions in the last 12 months","82.6"
"Taita Taveta","Male","Percentage who have and use a bank account or used a mobile phone for financial transactions in the last 12 months","87.5"
"Garissa","Male","Percentage who have and use a bank account or used a mobile phone for financial transactions in the last 12 months","83.8"
"Wajir","Male","Percentage who have and use a bank account or used a mobile phone for financial transactions in the last 12 months","71.1"
"Mandera","Male","Percentage who have and use a bank account or used a mobile phone for financial transactions in the last 12 months","57.7"
"Marsabit","Male","Percentage who have and use a bank account or used a mobile phone for financial transactions in the last 12 months","73.5"
"Isiolo","Male","Percentage who have and use a bank account or used a mobile phone for financial transactions in the last 12 months","93.4"
"Meru","Male","Percentage who have and use a bank account or used a mobile phone for financial transactions in the last 12 months","76.0"
"Tharaka-Nithi","Male","Percentage who have and use a bank account or used a mobile phone for financial transactions in the last 12 months","81.0"
"Embu","Male","Percentage who have and use a bank account or used a mobile phone for financial transactions in the last 12 months","85.8"
"Kitui","Male","Percentage who have and use a bank account or used a mobile phone for financial transactions in the last 12 months","78.3"
"Machakos","Male","Percentage who have and use a bank account or used a mobile phone for financial transactions in the last 12 months","80.5"
"Makueni","Male","Percentage who have and use a bank account or used a mobile phone for financial transactions in the last 12 months","81.7"
"Nyandarua","Male","Percentage who have and use a bank account or used a mobile phone for financial transactions in the last 12 months","77.9"
"Nyeri","Male","Percentage who have and use a bank account or used a mobile phone for financial transactions in the last 12 months","87.9"
"Kirinyaga","Male","Percentage who have and use a bank account or used a mobile phone for financial transactions in the last 12 months","91.5"
"Murang'a","Male","Percentage who have and use a bank account or used a mobile phone for financial transactions in the last 12 months","84.1"
"Kiambu","Male","Percentage who have and use a bank account or used a mobile phone for financial transactions in the last 12 months","87.7"
"Turkana","Male","Percentage who have and use a bank account or used a mobile phone for financial transactions in the last 12 months","65.5"
"West Pokot","Male","Percentage who have and use a bank account or used a mobile phone for financial transactions in the last 12 months","82.4"
"Samburu","Male","Percentage who have and use a bank account or used a mobile phone for financial transactions in the last 12 months","88.8"
"Trans Nzoia","Male","Percentage who have and use a bank account or used a mobile phone for financial transactions in the last 12 months","76.6"
"Uasin Gishu","Male","Percentage who have and use a bank account or used a mobile phone for financial transactions in the last 12 months","93.2"
"Elgeyo-Marakwet","Male","Percentage who have and use a bank account or used a mobile phone for financial transactions in the last 12 months","77.2"
"Nandi","Male","Percentage who have and use a bank account or used a mobile phone for financial transactions in the last 12 months","77.3"
"Baringo","Male","Percentage who have and use a bank account or used a mobile phone for financial transactions in the last 12 months","70.8"
"Laikipia","Male","Percentage who have and use a bank account or used a mobile phone for financial transactions in the last 12 months","82.8"
"Nakuru","Male","Percentage who have and use a bank account or used a mobile phone for financial transactions in the last 12 months","78.9"
"Narok","Male","Percentage who have and use a bank account or used a mobile phone for financial transactions in the last 12 months","85.2"
"Kajiado","Male","Percentage who have and use a bank account or used a mobile phone for financial transactions in the last 12 months","87.1"
"Kericho","Male","Percentage who have and use a bank account or used a mobile phone for financial transactions in the last 12 months","82.5"
"Bomet","Male","Percentage who have and use a bank account or used a mobile phone for financial transactions in the last 12 months","59.6"
"Kakamega","Male","Percentage who have and use a bank account or used a mobile phone for financial transactions in the last 12 months","59.8"
"Vihiga","Male","Percentage who have and use a bank account or used a mobile phone for financial transactions in the last 12 months","87.0"
"Bungoma","Male","Percentage who have and use a bank account or used a mobile phone for financial transactions in the last 12 months","69.8"
"Busia","Male","Percentage who have and use a bank account or used a mobile phone for financial transactions in the last 12 months","78.1"
"Siaya","Male","Percentage who have and use a bank account or used a mobile phone for financial transactions in the last 12 months","66.8"
"Kisumu","Male","Percentage who have and use a bank account or used a mobile phone for financial transactions in the last 12 months","77.8"
"Homa Bay","Male","Percentage who have and use a bank account or used a mobile phone for financial transactions in the last 12 months","84.9"
"Migori","Male","Percentage who have and use a bank account or used a mobile phone for financial transactions in the last 12 months","78.1"
"Kisii","Male","Percentage who have and use a bank account or used a mobile phone for financial transactions in the last 12 months","79.0"
"Nyamira","Male","Percentage who have and use a bank account or used a mobile phone for financial transactions in the last 12 months","67.8"
"Nairobi","Male","Percentage who have and use a bank account or used a mobile phone for financial transactions in the last 12 months","96.1"
